origin_full,destination_full,miles,rate,rpm,deadhead_origin,deadhead_destination,weight,truck_type,pickup_date,delivery_date,broker_name,broker_contact
"Fargo, ND","Indianapolis, IN",1235,2741,2.22,95,1,20847,Dry Van,2026-05-23,2026-05-27,Echo Global Logistics,800-354-7993
"Dallas, TX","Oklahoma City, OK",2348,4085,1.74,108,13,8189,Step Deck,2026-06-02,2026-06-05,Landstar,800-872-9400
"Lubbock, TX","Little Rock, AR",1375,4565,3.32,84,144,41456,Step Deck,2026-05-24,2026-05-27,Schneider,800-558-6767
"Rockford, IL","Oklahoma City, OK",1431,2804,1.96,43,135,24379,Step Deck,2026-05-25,2026-05-30,Uber Freight,844-822-8237
"San Diego, CA","Los Angeles, CA",2359,6487,2.75,133,21,38002,Step Deck,2026-06-19,2026-06-19,Uber Freight,844-822-8237
"Nashville, TN","Reno, NV",427,1046,2.45,214,139,32143,Flatbed,2026-05-23,2026-05-24,Landstar,800-872-9400
"Cincinnati, OH","Greensboro, NC",854,2502,2.93,154,49,35814,Flatbed,2026-06-04,2026-06-05,TQL,800-580-3101
"Salt Lake City, UT","Dallas, TX",700,1155,1.65,17,98,42574,Flatbed,2026-06-04,2026-06-08,TQL,800-580-3101
"Cincinnati, OH","Seattle, WA",540,1144,2.12,199,0,32257,Step Deck,2026-06-06,2026-06-08,Schneider,800-558-6767
"Fargo, ND","St Louis, MO",2507,8624,3.44,103,100,16173,Reefer,2026-05-27,2026-05-31,Schneider,800-558-6767
"Sacramento, CA","Greensboro, NC",399,925,2.32,112,53,10000,Reefer,2026-05-20,2026-05-21,Schneider,800-558-6767
"Los Angeles, CA","Fargo, ND",693,1760,2.54,168,138,46963,Step Deck,2026-06-04,2026-06-08,Coyote Logistics,877-626-9683
"Oklahoma City, OK","Chicago, IL",1311,3906,2.98,149,139,12600,Step Deck,2026-06-05,2026-06-07,JB Hunt,800-452-4868
"Charlotte, NC","Philadelphia, PA",1377,4282,3.11,94,100,46691,Flatbed,2026-06-19,2026-06-19,TQL,800-580-3101
"Fresno, CA","Rochester, NY",652,1467,2.25,4,114,14848,Step Deck,2026-05-19,2026-05-23,RXO,800-866-0190
"Lubbock, TX","Denver, CO",1735,4302,2.48,23,131,39686,Reefer,2026-06-09,2026-06-12,Schneider,800-558-6767
"Fargo, ND","Nashville, TN",1531,3475,2.27,77,72,19486,Dry Van,2026-06-19,2026-06-19,Schneider,800-558-6767
"Fort Wayne, IN","Miami, FL",323,565,1.75,121,137,20831,Flatbed,2026-06-02,2026-06-05,Uber Freight,844-822-8237
"Dallas, TX","Memphis, TN",2567,6802,2.65,204,41,30225,Reefer,2026-05-21,2026-05-23,JB Hunt,800-452-4868
"Fort Wayne, IN","Savannah, GA",2080,6718,3.23,205,106,14201,Step Deck,2026-06-03,2026-06-06,Uber Freight,844-822-8237
"New Orleans, LA","Plano, TX",1308,3688,2.82,143,111,44605,Step Deck,2026-06-04,2026-06-06,C.H. Robinson,800-323-7587
"Miami, FL","St Louis, MO",1691,5969,3.53,151,87,13159,Flatbed,2026-06-19,2026-06-19,Coyote Logistics,877-626-9683
"Salt Lake City, UT","Denver, CO",790,1556,1.97,34,146,28871,Reefer,2026-06-05,2026-06-08,Schneider,800-558-6767
"Spokane, WA","Birmingham, AL",2294,7753,3.38,73,127,36023,Reefer,2026-06-02,2026-06-03,Echo Global Logistics,800-354-7993
"Irving, TX","Salt Lake City, UT",786,1461,1.86,94,34,18709,Step Deck,2026-06-18,2026-06-19,XPO Logistics,800-755-2728
"Detroit, MI","New York, NY",1012,2641,2.61,68,125,8773,Reefer,2026-05-31,2026-06-03,Landstar,800-872-9400
"Irving, TX","Atlanta, GA",1328,2709,2.04,114,130,24274,Dry Van,2026-06-17,2026-06-18,Echo Global Logistics,800-354-7993
"Charlotte, NC","Fresno, CA",1044,3560,3.41,198,26,27563,Reefer,2026-06-16,2026-06-19,Coyote Logistics,877-626-9683
"Fargo, ND","Jacksonville, FL",1990,6507,3.27,138,62,24960,Dry Van,2026-06-15,2026-06-19,XPO Logistics,800-755-2728
"Sacramento, CA","Knoxville, TN",1014,2717,2.68,13,160,29355,Reefer,2026-06-15,2026-06-16,Uber Freight,844-822-8237
"New York, NY","Jacksonville, FL",1903,3368,1.77,64,2,40980,Flatbed,2026-05-24,2026-05-28,Echo Global Logistics,800-354-7993
"Tulsa, OK","Kansas City, MO",767,1487,1.94,71,15,35970,Reefer,2026-06-04,2026-06-07,XPO Logistics,800-755-2728
"Houston, TX","Little Rock, AR",457,1348,2.95,182,57,10040,Reefer,2026-06-10,2026-06-13,Schneider,800-558-6767
"Sacramento, CA","Orlando, FL",1678,5923,3.53,203,21,13906,Dry Van,2026-06-05,2026-06-09,Landstar,800-872-9400
"Miami, FL","Plano, TX",1225,3332,2.72,190,107,20546,Flatbed,2026-06-11,2026-06-13,TQL,800-580-3101
"Springfield, IL","Los Angeles, CA",1881,6677,3.55,77,44,21418,Flatbed,2026-06-15,2026-06-19,XPO Logistics,800-755-2728
"Boise, ID","Los Angeles, CA",2559,9468,3.7,105,78,19516,Step Deck,2026-06-06,2026-06-09,C.H. Robinson,800-323-7587
"Las Vegas, NV","Grand Rapids, MI",1573,3146,2.0,97,102,19370,Dry Van,2026-05-20,2026-05-24,Landstar,800-872-9400
"Springfield, IL","Fort Wayne, IN",1645,4885,2.97,22,44,40385,Flatbed,2026-06-11,2026-06-12,RXO,800-866-0190
"Birmingham, AL","Phoenix, AZ",643,1742,2.71,191,161,10694,Step Deck,2026-05-30,2026-06-03,Echo Global Logistics,800-354-7993
"Austin, TX","Denver, CO",2595,6150,2.37,159,81,46164,Dry Van,2026-06-12,2026-06-16,Landstar,800-872-9400
"Cleveland, OH","Austin, TX",1713,4899,2.86,99,67,46656,Dry Van,2026-06-16,2026-06-17,Echo Global Logistics,800-354-7993
"Indianapolis, IN","Little Rock, AR",1452,2918,2.01,193,127,12110,Dry Van,2026-05-29,2026-05-30,XPO Logistics,800-755-2728
"Memphis, TN","San Diego, CA",772,2231,2.89,187,169,18288,Reefer,2026-06-14,2026-06-17,Coyote Logistics,877-626-9683
"Lubbock, TX","Las Vegas, NV",2229,5951,2.67,10,146,24184,Flatbed,2026-05-31,2026-06-03,RXO,800-866-0190
"Plano, TX","Columbus, OH",802,1259,1.57,110,55,45345,Reefer,2026-06-03,2026-06-08,Landstar,800-872-9400
"Austin, TX","Fort Worth, TX",711,1414,1.99,181,110,16173,Flatbed,2026-06-01,2026-06-05,JB Hunt,800-452-4868
"Phoenix, AZ","Austin, TX",2314,7705,3.33,147,99,25276,Reefer,2026-05-21,2026-05-26,RXO,800-866-0190
"Columbus, OH","New Orleans, LA",812,3028,3.73,17,28,44331,Dry Van,2026-06-04,2026-06-09,Schneider,800-558-6767
"Fargo, ND","Los Angeles, CA",1985,6490,3.27,96,157,39563,Dry Van,2026-06-07,2026-06-12,Landstar,800-872-9400
"Charlotte, NC","Arlington, TX",504,1522,3.02,11,68,33580,Flatbed,2026-06-07,2026-06-09,Schneider,800-558-6767
"San Antonio, TX","Salt Lake City, UT",682,1616,2.37,106,159,38904,Dry Van,2026-06-03,2026-06-08,XPO Logistics,800-755-2728
"Chicago, IL","Tucson, AZ",1936,6776,3.5,118,4,44600,Step Deck,2026-05-28,2026-05-29,Coyote Logistics,877-626-9683
"Houston, TX","Columbus, OH",1481,2443,1.65,121,124,8334,Dry Van,2026-06-14,2026-06-18,RXO,800-866-0190
"Salt Lake City, UT","Fort Wayne, IN",1514,4663,3.08,84,28,37425,Flatbed,2026-06-13,2026-06-14,JB Hunt,800-452-4868
"Tacoma, WA","St Louis, MO",955,3352,3.51,212,47,29019,Dry Van,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Springfield, IL","Detroit, MI",725,1181,1.63,147,104,8455,Reefer,2026-06-07,2026-06-09,TQL,800-580-3101
"Los Angeles, CA","Lubbock, TX",1730,4290,2.48,104,156,29574,Dry Van,2026-06-08,2026-06-12,TQL,800-580-3101
"Philadelphia, PA","Springfield, IL",1126,3963,3.52,29,28,25607,Reefer,2026-06-04,2026-06-06,Uber Freight,844-822-8237
"Columbus, OH","Birmingham, AL",1718,4037,2.35,124,149,33966,Dry Van,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Seattle, WA","Buffalo, NY",1528,4171,2.73,65,150,30332,Dry Van,2026-06-19,2026-06-19,Landstar,800-872-9400
"Irving, TX","Knoxville, TN",1651,4408,2.67,86,18,13236,Reefer,2026-05-24,2026-05-28,Echo Global Logistics,800-354-7993
"Houston, TX","Miami, FL",1318,3070,2.33,211,137,9098,Flatbed,2026-06-08,2026-06-11,Echo Global Logistics,800-354-7993
"Birmingham, AL","San Diego, CA",2525,7221,2.86,141,137,30043,Step Deck,2026-06-12,2026-06-16,Schneider,800-558-6767
"Fort Worth, TX","Memphis, TN",2020,5292,2.62,151,170,36151,Flatbed,2026-05-22,2026-05-26,RXO,800-866-0190
"Pittsburgh, PA","Cincinnati, OH",1076,1710,1.59,177,159,46926,Flatbed,2026-06-10,2026-06-13,Landstar,800-872-9400
"Fort Worth, TX","Indianapolis, IN",737,2174,2.95,132,83,45429,Flatbed,2026-06-15,2026-06-16,Schneider,800-558-6767
"Tucson, AZ","San Antonio, TX",1154,3300,2.86,161,33,18477,Dry Van,2026-06-10,2026-06-12,JB Hunt,800-452-4868
"Pittsburgh, PA","Denver, CO",590,1539,2.61,64,125,28558,Step Deck,2026-05-19,2026-05-22,Schneider,800-558-6767
"Indianapolis, IN","Salt Lake City, UT",311,877,2.82,8,147,22561,Step Deck,2026-06-08,2026-06-13,C.H. Robinson,800-323-7587
"Reno, NV","Boise, ID",1087,2521,2.32,7,165,23744,Dry Van,2026-05-20,2026-05-21,Landstar,800-872-9400
"Tacoma, WA","Charlotte, NC",1228,3708,3.02,157,167,29232,Dry Van,2026-06-01,2026-06-06,JB Hunt,800-452-4868
"Dallas, TX","Jacksonville, FL",782,2213,2.83,139,58,20936,Dry Van,2026-05-28,2026-06-01,TQL,800-580-3101
"Little Rock, AR","Lubbock, TX",768,1436,1.87,15,9,25484,Step Deck,2026-05-25,2026-05-26,JB Hunt,800-452-4868
"Knoxville, TN","Memphis, TN",1492,5386,3.61,154,16,11031,Dry Van,2026-06-06,2026-06-08,JB Hunt,800-452-4868
"Indianapolis, IN","Atlanta, GA",990,2742,2.77,84,105,27548,Dry Van,2026-05-20,2026-05-22,Landstar,800-872-9400
"New Orleans, LA","Nashville, TN",2441,4589,1.88,117,57,26292,Flatbed,2026-06-03,2026-06-06,Uber Freight,844-822-8237
"Fargo, ND","Pittsburgh, PA",864,2185,2.53,10,23,47562,Reefer,2026-06-13,2026-06-16,XPO Logistics,800-755-2728
"Miami, FL","Tucson, AZ",845,1951,2.31,123,50,13498,Dry Van,2026-06-11,2026-06-15,Landstar,800-872-9400
"Dallas, TX","Indianapolis, IN",1442,3936,2.73,169,39,14746,Step Deck,2026-06-17,2026-06-19,Schneider,800-558-6767
"Las Vegas, NV","Tacoma, WA",1474,3581,2.43,165,12,26013,Step Deck,2026-06-07,2026-06-10,RXO,800-866-0190
"Tacoma, WA","Oklahoma City, OK",1358,2634,1.94,191,61,46187,Step Deck,2026-06-18,2026-06-19,Schneider,800-558-6767
"Fresno, CA","Houston, TX",1047,2345,2.24,10,77,17073,Dry Van,2026-06-02,2026-06-03,Coyote Logistics,877-626-9683
"Reno, NV","St Louis, MO",1583,2991,1.89,120,148,41128,Flatbed,2026-06-17,2026-06-19,Uber Freight,844-822-8237
"Rockford, IL","Cincinnati, OH",2240,3875,1.73,59,123,30780,Dry Van,2026-05-20,2026-05-23,TQL,800-580-3101
"Little Rock, AR","Fort Wayne, IN",1321,3619,2.74,53,122,47691,Flatbed,2026-05-26,2026-05-28,Landstar,800-872-9400
"Cleveland, OH","San Jose, CA",1436,2398,1.67,30,140,29239,Dry Van,2026-06-19,2026-06-19,Schneider,800-558-6767
"Salt Lake City, UT","Los Angeles, CA",2016,5160,2.56,116,136,38426,Step Deck,2026-05-27,2026-05-30,Schneider,800-558-6767
"Oklahoma City, OK","Jacksonville, FL",1946,7063,3.63,123,21,15213,Reefer,2026-06-14,2026-06-15,Landstar,800-872-9400
"Jacksonville, FL","Lubbock, TX",246,563,2.29,138,21,18244,Reefer,2026-05-25,2026-05-28,TQL,800-580-3101
"Detroit, MI","San Antonio, TX",1734,6086,3.51,54,153,47163,Reefer,2026-06-10,2026-06-11,Coyote Logistics,877-626-9683
"Austin, TX","Savannah, GA",2085,7610,3.65,6,5,34771,Dry Van,2026-06-03,2026-06-04,Coyote Logistics,877-626-9683
"Houston, TX","Lubbock, TX",870,1740,2.0,10,12,11263,Dry Van,2026-06-12,2026-06-15,Schneider,800-558-6767
"San Diego, CA","Buffalo, NY",2331,4102,1.76,54,158,25687,Flatbed,2026-06-10,2026-06-13,XPO Logistics,800-755-2728
"Philadelphia, PA","Tampa, FL",1307,3463,2.65,107,38,16463,Flatbed,2026-06-04,2026-06-07,Uber Freight,844-822-8237
"Fargo, ND","San Jose, CA",316,682,2.16,22,53,39716,Dry Van,2026-06-12,2026-06-13,Echo Global Logistics,800-354-7993
"Tacoma, WA","San Jose, CA",517,1127,2.18,50,79,34278,Dry Van,2026-06-01,2026-06-06,RXO,800-866-0190
"Austin, TX","Irving, TX",2484,5042,2.03,90,41,17222,Dry Van,2026-05-21,2026-05-25,Landstar,800-872-9400
"Columbus, OH","Knoxville, TN",1767,5795,3.28,6,130,26454,Flatbed,2026-06-05,2026-06-10,JB Hunt,800-452-4868
"Spokane, WA","Indianapolis, IN",2283,5981,2.62,165,16,31575,Flatbed,2026-06-15,2026-06-19,TQL,800-580-3101
"Birmingham, AL","Houston, TX",1242,3750,3.02,40,1,12144,Flatbed,2026-05-22,2026-05-27,C.H. Robinson,800-323-7587
"Las Vegas, NV","Rockford, IL",363,947,2.61,97,49,35432,Step Deck,2026-05-19,2026-05-20,Landstar,800-872-9400
"Philadelphia, PA","Phoenix, AZ",499,1477,2.96,47,10,37539,Reefer,2026-06-10,2026-06-12,TQL,800-580-3101
"Birmingham, AL","Rochester, NY",592,970,1.64,168,85,23043,Dry Van,2026-06-02,2026-06-06,Uber Freight,844-822-8237
"Memphis, TN","Orlando, FL",949,2856,3.01,47,20,13686,Dry Van,2026-05-24,2026-05-26,TQL,800-580-3101
"Pittsburgh, PA","Amarillo, TX",1585,3090,1.95,46,18,17560,Flatbed,2026-05-20,2026-05-22,Schneider,800-558-6767
"Spokane, WA","Irving, TX",671,2308,3.44,15,152,43995,Dry Van,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Savannah, GA","Memphis, TN",234,540,2.31,76,60,34168,Flatbed,2026-05-30,2026-06-03,Coyote Logistics,877-626-9683
"Las Vegas, NV","Cleveland, OH",1532,4703,3.07,205,146,31495,Flatbed,2026-06-14,2026-06-16,RXO,800-866-0190
"San Antonio, TX","Atlanta, GA",2469,5555,2.25,61,50,24368,Step Deck,2026-06-09,2026-06-10,Echo Global Logistics,800-354-7993
"Rockford, IL","Atlanta, GA",1125,3645,3.24,70,100,38648,Reefer,2026-06-12,2026-06-17,Schneider,800-558-6767
"Boise, ID","Little Rock, AR",723,1250,1.73,131,114,12735,Flatbed,2026-06-09,2026-06-12,C.H. Robinson,800-323-7587
"Cincinnati, OH","Las Vegas, NV",2126,6760,3.18,128,78,27615,Dry Van,2026-05-30,2026-06-02,Echo Global Logistics,800-354-7993
"Birmingham, AL","Memphis, TN",2265,4031,1.78,145,50,24675,Step Deck,2026-06-07,2026-06-08,XPO Logistics,800-755-2728
"Birmingham, AL","Oklahoma City, OK",1267,3674,2.9,192,53,25176,Step Deck,2026-06-07,2026-06-11,TQL,800-580-3101
"Spokane, WA","St Louis, MO",1430,4790,3.35,186,106,32023,Dry Van,2026-06-12,2026-06-17,Uber Freight,844-822-8237
"Columbus, OH","Fort Lauderdale, FL",1928,3624,1.88,147,17,45407,Dry Van,2026-05-31,2026-06-04,Coyote Logistics,877-626-9683
"Las Vegas, NV","Fort Lauderdale, FL",1151,2543,2.21,196,44,19514,Dry Van,2026-06-16,2026-06-18,Schneider,800-558-6767
"Buffalo, NY","Rockford, IL",1544,4678,3.03,74,57,19737,Step Deck,2026-06-11,2026-06-12,JB Hunt,800-452-4868
"St Louis, MO","Lubbock, TX",599,1671,2.79,158,130,17884,Flatbed,2026-06-13,2026-06-18,Coyote Logistics,877-626-9683
"Savannah, GA","Dallas, TX",297,873,2.94,218,47,16203,Flatbed,2026-06-02,2026-06-07,Landstar,800-872-9400
"Savannah, GA","Fort Wayne, IN",820,2361,2.88,81,160,39717,Flatbed,2026-06-19,2026-06-19,Schneider,800-558-6767
"Charlotte, NC","Fargo, ND",2440,8296,3.4,145,139,43690,Dry Van,2026-06-01,2026-06-03,Echo Global Logistics,800-354-7993
"Phoenix, AZ","Kansas City, MO",669,1471,2.2,170,74,32110,Step Deck,2026-05-28,2026-06-02,Coyote Logistics,877-626-9683
"Cleveland, OH","Savannah, GA",1084,2308,2.13,8,113,26027,Dry Van,2026-05-24,2026-05-28,Landstar,800-872-9400
"New York, NY","Rochester, NY",2013,3864,1.92,89,86,35008,Flatbed,2026-06-11,2026-06-13,Echo Global Logistics,800-354-7993
"Denver, CO","Kansas City, MO",737,2498,3.39,91,163,10018,Reefer,2026-06-10,2026-06-12,Uber Freight,844-822-8237
"Tacoma, WA","Amarillo, TX",1056,1869,1.77,164,170,20500,Dry Van,2026-05-31,2026-06-05,C.H. Robinson,800-323-7587
"Raleigh, NC","Salt Lake City, UT",2497,5518,2.21,74,87,27324,Reefer,2026-05-28,2026-06-01,XPO Logistics,800-755-2728
"Nashville, TN","Tampa, FL",447,1032,2.31,218,144,24116,Flatbed,2026-06-08,2026-06-12,Schneider,800-558-6767
"Pittsburgh, PA","Springfield, IL",943,2602,2.76,24,25,10878,Step Deck,2026-06-19,2026-06-19,Uber Freight,844-822-8237
"Birmingham, AL","Tulsa, OK",1812,5635,3.11,42,123,43454,Step Deck,2026-06-12,2026-06-15,Echo Global Logistics,800-354-7993
"Charlotte, NC","Savannah, GA",1461,3272,2.24,3,144,24550,Step Deck,2026-05-23,2026-05-28,Uber Freight,844-822-8237
"Austin, TX","Tacoma, WA",1936,5943,3.07,132,104,42895,Dry Van,2026-06-14,2026-06-16,TQL,800-580-3101
"Rochester, NY","Jacksonville, FL",557,1994,3.58,92,90,30248,Step Deck,2026-05-23,2026-05-24,TQL,800-580-3101
"Fresno, CA","Fort Worth, TX",2392,4186,1.75,139,108,8317,Dry Van,2026-06-13,2026-06-15,Coyote Logistics,877-626-9683
"New York, NY","Seattle, WA",2101,6408,3.05,123,87,44249,Step Deck,2026-06-04,2026-06-07,Landstar,800-872-9400
"Tacoma, WA","New Orleans, LA",2097,7234,3.45,104,92,46468,Dry Van,2026-06-01,2026-06-04,JB Hunt,800-452-4868
"Cleveland, OH","Chicago, IL",629,981,1.56,130,115,17314,Reefer,2026-06-13,2026-06-18,RXO,800-866-0190
"Rockford, IL","Las Vegas, NV",2206,7765,3.52,12,150,21401,Reefer,2026-05-29,2026-05-30,C.H. Robinson,800-323-7587
"Detroit, MI","Austin, TX",384,983,2.56,67,167,12960,Reefer,2026-06-08,2026-06-12,Landstar,800-872-9400
"Irving, TX","Knoxville, TN",1676,2865,1.71,91,54,25413,Reefer,2026-05-22,2026-05-25,TQL,800-580-3101
"Indianapolis, IN","Orlando, FL",1479,2780,1.88,96,81,17288,Step Deck,2026-05-22,2026-05-25,RXO,800-866-0190
"Birmingham, AL","Irving, TX",1471,3986,2.71,202,27,34312,Dry Van,2026-05-26,2026-05-31,Schneider,800-558-6767
"Fort Wayne, IN","Greensboro, NC",923,1476,1.6,170,14,24432,Dry Van,2026-05-24,2026-05-25,Echo Global Logistics,800-354-7993
"Greensboro, NC","Kansas City, MO",1510,3427,2.27,23,126,14748,Step Deck,2026-06-08,2026-06-13,XPO Logistics,800-755-2728
"Fort Worth, TX","Seattle, WA",980,3655,3.73,36,66,39700,Flatbed,2026-05-24,2026-05-26,Coyote Logistics,877-626-9683
"Los Angeles, CA","Fresno, CA",801,1786,2.23,17,62,12480,Reefer,2026-05-25,2026-05-27,Landstar,800-872-9400
"Savannah, GA","Chicago, IL",1963,4534,2.31,162,140,15341,Flatbed,2026-06-10,2026-06-14,XPO Logistics,800-755-2728
"Phoenix, AZ","Fort Wayne, IN",298,479,1.61,122,57,21715,Dry Van,2026-06-01,2026-06-05,Landstar,800-872-9400
"Dallas, TX","Tulsa, OK",2359,6133,2.6,156,71,46673,Reefer,2026-05-28,2026-05-31,Echo Global Logistics,800-354-7993
"Oklahoma City, OK","Arlington, TX",997,3499,3.51,89,99,39423,Flatbed,2026-06-02,2026-06-03,Schneider,800-558-6767
"Oklahoma City, OK","Cincinnati, OH",1643,5323,3.24,119,5,9000,Step Deck,2026-05-22,2026-05-25,Uber Freight,844-822-8237
"Los Angeles, CA","Springfield, IL",1330,3458,2.6,88,30,44065,Dry Van,2026-06-05,2026-06-08,Landstar,800-872-9400
"Birmingham, AL","Cincinnati, OH",205,711,3.47,217,153,30304,Reefer,2026-05-21,2026-05-24,XPO Logistics,800-755-2728
"San Jose, CA","Columbus, OH",1087,3641,3.35,40,110,42015,Flatbed,2026-06-14,2026-06-19,C.H. Robinson,800-323-7587
"Knoxville, TN","New York, NY",241,453,1.88,15,142,26742,Reefer,2026-06-06,2026-06-07,RXO,800-866-0190
"Kansas City, MO","Spokane, WA",1411,3894,2.76,32,17,38418,Dry Van,2026-06-03,2026-06-04,C.H. Robinson,800-323-7587
"Kansas City, MO","Miami, FL",207,376,1.82,174,57,27016,Reefer,2026-06-10,2026-06-12,C.H. Robinson,800-323-7587
"Fresno, CA","Las Vegas, NV",1159,2144,1.85,79,20,21206,Dry Van,2026-05-23,2026-05-26,Coyote Logistics,877-626-9683
"Grand Rapids, MI","Miami, FL",1397,3185,2.28,110,59,18598,Reefer,2026-05-27,2026-05-31,TQL,800-580-3101
"Seattle, WA","Savannah, GA",1155,2945,2.55,214,59,38287,Reefer,2026-06-17,2026-06-18,Schneider,800-558-6767
"New York, NY","Little Rock, AR",540,912,1.69,86,7,39853,Reefer,2026-05-27,2026-05-30,TQL,800-580-3101
"Dallas, TX","Chicago, IL",2132,7845,3.68,129,139,23891,Dry Van,2026-06-13,2026-06-17,TQL,800-580-3101
"Amarillo, TX","Savannah, GA",1568,5660,3.61,21,37,12475,Step Deck,2026-06-07,2026-06-11,Echo Global Logistics,800-354-7993
"Memphis, TN","Fort Lauderdale, FL",1976,3971,2.01,165,152,46219,Flatbed,2026-05-26,2026-05-27,Uber Freight,844-822-8237
"Fargo, ND","Orlando, FL",2159,6261,2.9,168,161,13116,Dry Van,2026-06-17,2026-06-19,JB Hunt,800-452-4868
"Fargo, ND","Rochester, NY",767,2055,2.68,12,14,19679,Reefer,2026-05-19,2026-05-23,Landstar,800-872-9400
"St Louis, MO","Detroit, MI",2499,7771,3.11,215,164,8838,Dry Van,2026-06-15,2026-06-19,Coyote Logistics,877-626-9683
"Kansas City, MO","Tulsa, OK",724,2287,3.16,77,134,43696,Dry Van,2026-05-24,2026-05-27,Schneider,800-558-6767
"Oklahoma City, OK","Sacramento, CA",615,971,1.58,46,122,8623,Reefer,2026-05-29,2026-06-03,TQL,800-580-3101
"Plano, TX","New Orleans, LA",2267,8115,3.58,216,102,45376,Reefer,2026-06-09,2026-06-10,Echo Global Logistics,800-354-7993
"Raleigh, NC","Fresno, CA",1845,4667,2.53,31,152,8832,Dry Van,2026-06-14,2026-06-17,Landstar,800-872-9400
"Columbus, OH","Birmingham, AL",961,2642,2.75,22,85,43421,Step Deck,2026-06-15,2026-06-17,RXO,800-866-0190
"Oklahoma City, OK","Detroit, MI",190,499,2.63,159,49,21127,Dry Van,2026-06-14,2026-06-19,TQL,800-580-3101
"Oklahoma City, OK","Detroit, MI",988,2143,2.17,182,168,34575,Reefer,2026-06-15,2026-06-19,Coyote Logistics,877-626-9683
"Tampa, FL","Boise, ID",738,2199,2.98,71,149,18167,Step Deck,2026-05-19,2026-05-21,Coyote Logistics,877-626-9683
"Charlotte, NC","Rochester, NY",377,1157,3.07,112,12,13405,Flatbed,2026-06-14,2026-06-19,RXO,800-866-0190
"Plano, TX","Charlotte, NC",702,1516,2.16,191,166,32618,Step Deck,2026-06-03,2026-06-06,Landstar,800-872-9400
"Little Rock, AR","San Diego, CA",2055,5075,2.47,147,95,39456,Dry Van,2026-06-18,2026-06-19,XPO Logistics,800-755-2728
"Austin, TX","Phoenix, AZ",1040,1830,1.76,27,158,26246,Step Deck,2026-06-07,2026-06-08,TQL,800-580-3101
"San Diego, CA","Denver, CO",1482,4772,3.22,51,2,14233,Step Deck,2026-06-08,2026-06-09,Coyote Logistics,877-626-9683
"Fresno, CA","Charlotte, NC",1490,3143,2.11,19,21,47732,Flatbed,2026-06-03,2026-06-07,Echo Global Logistics,800-354-7993
"Tucson, AZ","Cincinnati, OH",2201,4666,2.12,89,43,28081,Step Deck,2026-06-15,2026-06-18,Landstar,800-872-9400
"Jacksonville, FL","Plano, TX",1227,2711,2.21,139,49,33820,Dry Van,2026-05-30,2026-06-01,Coyote Logistics,877-626-9683
"Indianapolis, IN","Detroit, MI",1454,2471,1.7,124,108,17376,Step Deck,2026-06-01,2026-06-04,Schneider,800-558-6767
"Chicago, IL","Raleigh, NC",873,1649,1.89,56,30,44405,Reefer,2026-05-26,2026-05-30,Coyote Logistics,877-626-9683
"San Jose, CA","Fort Worth, TX",2454,8687,3.54,101,163,22350,Dry Van,2026-06-13,2026-06-17,XPO Logistics,800-755-2728
"Boise, ID","San Diego, CA",1073,2564,2.39,164,59,40379,Dry Van,2026-06-19,2026-06-19,XPO Logistics,800-755-2728
"Plano, TX","Buffalo, NY",716,1926,2.69,71,130,15022,Dry Van,2026-06-16,2026-06-19,TQL,800-580-3101
"Greensboro, NC","Rockford, IL",894,2261,2.53,138,63,29465,Flatbed,2026-05-24,2026-05-27,RXO,800-866-0190
"St Louis, MO","Kansas City, MO",1119,2618,2.34,2,154,33054,Dry Van,2026-06-04,2026-06-06,TQL,800-580-3101
"Tulsa, OK","Fort Worth, TX",817,2875,3.52,217,111,16619,Dry Van,2026-06-01,2026-06-02,Uber Freight,844-822-8237
"Reno, NV","Tampa, FL",507,856,1.69,76,100,21509,Reefer,2026-05-29,2026-05-31,Landstar,800-872-9400
"Birmingham, AL","Sacramento, CA",840,2864,3.41,70,44,36566,Flatbed,2026-06-12,2026-06-17,RXO,800-866-0190
"Tucson, AZ","St Louis, MO",1773,4556,2.57,76,32,30901,Reefer,2026-06-01,2026-06-03,Coyote Logistics,877-626-9683
"San Antonio, TX","Tulsa, OK",656,1508,2.3,150,60,15454,Dry Van,2026-06-04,2026-06-06,TQL,800-580-3101
